"","song_id","pitch","duration","pitch_interval"
"1281",24,67,"0.25",0
"1282",24,67,"0.5",0
"1283",24,69,"0.5",2
"1284",24,71,"0.5",2
"1285",24,72,"0.5",1
"1286",24,71,"0.5",-1
"1287",24,69,"0.5",-2
"1288",24,67,"1.0",-2
"1289",24,64,"0.5",-3
"1290",24,64,"1.0",0
"1291",24,64,"0.25",0
"1292",24,64,"0.25",0
"1293",24,62,"0.5",-2
"1294",24,65,"0.5",3
"1295",24,69,"0.5",4
"1296",24,67,"1.0",-2
"1297",24,65,"0.5",-2
"1298",24,64,"2.5",-1
"1892",36,60,"0.5",NA
"1893",36,69,"0.5",9
"1894",36,69,"0.5",0
"1895",36,69,"0.5",0
"1896",36,67,"0.5",-2
"1897",36,67,"0.5",0
"1898",36,67,"0.5",0
"1899",36,65,"1.5",-2
"1900",36,60,"1.0",-5
"1901",36,60,"0.5",0
"1902",36,70,"0.5",10
"1903",36,70,"0.5",0
"1904",36,70,"0.5",0
"1905",36,69,"1.0",-1
"1906",36,69,"0.5",0
"1907",36,67,"2.5",-2
"1908",36,67,"0.25",0
"1909",36,67,"0.25",0
"1910",36,69,"0.5",2
"1911",36,67,"0.5",-2
"1912",36,69,"0.5",2
"1913",36,70,"0.5",1
"1914",36,69,"0.5",-1
"1915",36,70,"0.5",1
"1916",36,72,"1.5",2
"1917",36,74,"0.5",2
"1918",36,70,"0.5",-4
"1919",36,67,"0.5",-3
"1920",36,65,"0.75",-2
"1921",36,64,"0.25",-1
"1922",36,65,"0.5",1
"1923",36,72,"0.5",7
"1924",36,70,"0.5",-2
"1925",36,67,"0.5",-3
"1926",36,65,"2.5",-2
"2251",44,72,"1.5",NA
"2252",44,69,"1.5",-3
"2253",44,67,"0.5",-2
"2254",44,65,"0.5",-2
"2255",44,67,"0.5",2
"2256",44,65,"1.5",-2
"2257",44,67,"1.0",2
"2258",44,67,"0.5",0
"2259",44,69,"1.0",2
"2260",44,72,"0.5",3
"2261",44,70,"1.0",-2
"2262",44,70,"0.5",0
"2263",44,69,"1.5",-1
"2264",44,72,"1.0",3
"2265",44,72,"0.5",0
"2266",44,70,"1.0",-2
"2267",44,70,"0.5",0
"2268",44,69,"1.0",-1
"2269",44,69,"0.5",0
"2270",44,67,"1.5",-2
"2271",44,65,"1.0",-2
"2272",44,67,"0.5",2
"2273",44,69,"1.0",2
"2274",44,70,"0.5",1
"2275",44,69,"1.0",-1
"2276",44,67,"0.5",-2
"2277",44,65,"1.5",-2
"2575",50,64,"0.5",NA
"2576",50,64,"1.0",0
"2577",50,60,"0.5",-4
"2578",50,60,"1.0",0
"2579",50,69,"0.5",9
"2580",50,69,"1.0",0
"2581",50,67,"0.5",-2
"2582",50,67,"1.0",0
"2583",50,64,"0.5",-3
"2584",50,67,"1.0",3
"2585",50,65,"0.5",-2
"2586",50,62,"1.0",-3
"2587",50,67,"0.5",5
"2588",50,60,"2.5",-7
"2589",50,64,"0.5",4
"2590",50,64,"1.0",0
"2591",50,60,"0.5",-4
"2592",50,60,"1.0",0
"2593",50,69,"0.5",9
"2594",50,69,"1.0",0
"2595",50,67,"0.5",-2
"2596",50,67,"1.0",0
"2597",50,64,"0.5",-3
"2598",50,67,"1.0",3
"2599",50,65,"0.5",-2
"2600",50,62,"1.0",-3
"2601",50,67,"0.5",5
"2602",50,60,"2.5",-7
"2603",50,64,"0.5",4
"2604",50,62,"1.0",-2
"2605",50,62,"0.5",0
"2606",50,62,"0.5",0
"2607",50,64,"0.5",2
"2608",50,66,"0.5",2
"2609",50,67,"1.0",1
"2610",50,71,"0.5",4
"2611",50,71,"1.0",0
"2612",50,71,"0.5",0
"2613",50,69,"1.0",-2
"2614",50,71,"0.5",2
"2615",50,72,"1.0",1
"2616",50,66,"0.5",-6
"2617",50,67,"2.5",1
"2618",50,64,"0.5",-3
"2619",50,64,"1.0",0
"2620",50,60,"0.5",-4
"2621",50,60,"1.0",0
"2622",50,69,"0.5",9
"2623",50,69,"1.0",0
"2624",50,67,"0.5",-2
"2625",50,67,"1.0",0
"2626",50,64,"0.5",-3
"2627",50,67,"1.0",3
"2628",50,65,"0.5",-2
"2629",50,62,"1.0",-3
"2630",50,67,"0.5",5
"2631",50,60,"2.5",-7
"2884",56,69,"0.5",NA
"2885",56,62,"1.0",-7
"2886",56,64,"0.5",2
"2887",56,65,"1.0",1
"2888",56,67,"0.5",2
"2889",56,69,"1.0",2
"2890",56,69,"0.5",0
"2891",56,67,"1.0",-2
"2892",56,69,"0.5",2
"2893",56,70,"1.0",1
"2894",56,69,"0.5",-1
"2895",56,67,"0.5",-2
"2896",56,65,"0.5",-2
"2897",56,67,"0.5",2
"2898",56,69,"2.5",2
"2899",56,69,"0.5",0
"2900",56,69,"0.5",0
"2901",56,70,"0.5",1
"2902",56,72,"0.5",2
"2903",56,72,"0.5",0
"2904",56,70,"0.5",-2
"2905",56,69,"0.5",-1
"2906",56,69,"1.0",0
"2907",56,67,"0.5",-2
"2908",56,67,"1.0",0
"2909",56,67,"0.5",0
"2910",56,65,"0.5",-2
"2911",56,67,"0.5",2
"2912",56,69,"0.5",2
"2913",56,69,"0.5",0
"2914",56,67,"0.5",-2
"2915",56,65,"0.5",-2
"2916",56,65,"1.0",0
"2917",56,64,"0.5",-1
"2918",56,64,"1.0",0
"2919",56,69,"0.5",5
"2920",56,69,"0.5",0
"2921",56,67,"0.5",-2
"2922",56,65,"0.5",-2
"2923",56,64,"0.5",-1
"2924",56,62,"0.5",-2
"2925",56,61,"0.5",-1
"2926",56,62,"2.5",1
"3364",66,62,"0.5",NA
"3365",66,62,"0.5",0
"3366",66,67,"0.5",5
"3367",66,67,"0.5",0
"3368",66,67,"0.5",0
"3369",66,67,"0.5",0
"3370",66,66,"0.5",-1
"3371",66,66,"0.5",0
"3372",66,64,"0.5",-2
"3373",66,64,"0.5",0
"3374",66,64,"1.0",0
"3375",66,64,"0.5",0
"3376",66,67,"0.5",3
"3377",66,66,"0.5",-1
"3378",66,64,"0.5",-2
"3379",66,67,"0.5",3
"3380",66,66,"0.5",-1
"3381",66,64,"0.5",-2
"3382",66,64,"0.75",0
"3383",66,62,"0.25",-2
"3384",66,62,"0.5",0
"3385",66,62,"0.5",0
"3386",66,62,"0.5",0
"3387",66,62,"0.5",0
"3388",66,62,"0.75",0
"3389",66,72,"0.25",10
"3390",66,72,"0.5",0
"3391",66,72,"0.5",0
"3392",66,72,"0.5",0
"3393",66,74,"0.5",2
"3394",66,74,"0.75",0
"3395",66,71,"0.25",-3
"3396",66,71,"0.5",0
"3397",66,71,"1.0",0
"3398",66,67,"0.5",-4
"3399",66,69,"0.5",2
"3400",66,69,"0.5",0
"3401",66,69,"0.5",0
"3402",66,72,"0.5",3
"3403",66,71,"0.5",-1
"3404",66,69,"0.5",-2
"3405",66,69,"0.5",0
"3406",66,67,"0.5",-2
"3407",66,67,"0.5",0
"3408",66,67,"1.0",0
"3409",66,62,"0.5",-5
"3410",66,62,"0.75",0
"3411",66,72,"0.25",10
"3412",66,72,"0.5",0
"3413",66,72,"0.5",0
"3414",66,72,"0.5",0
"3415",66,74,"0.5",2
"3416",66,74,"0.75",0
"3417",66,71,"0.25",-3
"3418",66,71,"0.5",0
"3419",66,71,"1.0",0
"3420",66,67,"0.5",-4
"3421",66,69,"0.5",2
"3422",66,69,"0.5",0
"3423",66,69,"0.5",0
"3424",66,72,"0.5",3
"3425",66,71,"0.5",-1
"3426",66,69,"0.5",-2
"3427",66,69,"0.5",0
"3428",66,67,"0.5",-2
"3429",66,67,"0.5",0
"3430",66,67,"1.0",0
"4241",84,62,"0.5",NA
"4242",84,67,"1.0",5
"4243",84,62,"0.5",-5
"4244",84,59,"0.5",-3
"4245",84,62,"0.5",3
"4246",84,67,"0.5",5
"4247",84,71,"0.5",4
"4248",84,69,"2.0",-2
"4249",84,62,"0.5",-7
"4250",84,62,"0.5",0
"4251",84,66,"0.5",4
"4252",84,69,"0.5",3
"4253",84,74,"0.5",5
"4254",84,72,"0.5",-2
"4255",84,74,"0.5",2
"4256",84,71,"2.5",-3
"4257",84,67,"0.25",-4
"4258",84,69,"0.25",2
"4259",84,71,"1.0",2
"4260",84,71,"0.5",0
"4261",84,71,"0.5",0
"4262",84,69,"0.5",-2
"4263",84,67,"0.5",-2
"4264",84,64,"0.5",-3
"4265",84,72,"2.0",8
"4266",84,72,"0.5",0
"4267",84,71,"0.5",-1
"4268",84,74,"0.5",3
"4269",84,71,"0.5",-3
"4270",84,69,"0.5",-2
"4271",84,67,"0.5",-2
"4272",84,69,"0.5",2
"4273",84,67,"1.5",-2
"4274",84,59,"0.5",-8
"4275",84,62,"0.5",3
"4276",84,67,"0.5",5
"4277",84,67,"0.75",0
"4278",84,66,"0.25",-1
"4279",84,69,"0.5",3
"4280",84,62,"0.5",-7
"4281",84,66,"0.5",4
"4282",84,69,"0.5",3
"4283",84,72,"1.5",3
"4284",84,72,"1.0",0
"4285",84,72,"0.5",0
"4286",84,71,"0.5",-1
"4287",84,74,"0.5",3
"4288",84,71,"0.5",-3
"4289",84,69,"0.5",-2
"4290",84,67,"0.5",-2
"4291",84,69,"0.5",2
"4292",84,67,"2.5",-2
"5450",115,72,"1.5",NA
"5451",115,67,"1.5",-5
"5452",115,65,"0.75",-2
"5453",115,65,"0.25",0
"5454",115,65,"0.5",0
"5455",115,67,"0.75",2
"5456",115,67,"0.25",0
"5457",115,67,"0.5",0
"5458",115,69,"1.5",2
"5459",115,67,"1.5",-2
"5460",115,72,"0.5",5
"5461",115,72,"0.5",0
"5462",115,72,"0.5",0
"5463",115,67,"1.0",-5
"5464",115,67,"0.5",0
"5465",115,69,"0.75",2
"5466",115,67,"0.25",-2
"5467",115,69,"0.5",2
"5468",115,65,"1.5",-4
"5469",115,72,"0.5",7
"5470",115,72,"0.5",0
"5471",115,72,"0.5",0
"5472",115,67,"1.0",-5
"5473",115,67,"0.5",0
"5474",115,69,"0.75",2
"5475",115,67,"0.25",-2
"5476",115,69,"0.5",2
"5477",115,65,"1.5",-4
"5478",115,65,"1.0",0
"5479",115,67,"0.5",2
"5480",115,69,"0.75",2
"5481",115,69,"0.25",0
"5482",115,69,"0.5",0
"5483",115,67,"0.5",-2
"5484",115,67,"0.5",0
"5485",115,72,"0.5",5
"5486",115,65,"1.5",-7
"7152",158,62,"0.5",NA
"7153",158,69,"1.0",7
"7154",158,69,"0.5",0
"7155",158,67,"0.5",-2
"7156",158,67,"0.5",0
"7157",158,62,"0.5",-5
"7158",158,69,"0.5",7
"7159",158,69,"0.5",0
"7160",158,69,"0.5",0
"7161",158,66,"1.0",-3
"7162",158,62,"0.5",-4
"7163",158,69,"1.0",7
"7164",158,69,"0.5",0
"7165",158,67,"0.5",-2
"7166",158,67,"0.5",0
"7167",158,62,"0.5",-5
"7168",158,69,"0.5",7
"7169",158,69,"0.5",0
"7170",158,69,"0.5",0
"7171",158,66,"1.0",-3
"7172",158,62,"0.5",-4
"7173",158,67,"1.0",5
"7174",158,67,"0.5",0
"7175",158,67,"0.5",0
"7176",158,67,"0.5",0
"7177",158,67,"0.5",0
"7178",158,74,"2.5",7
"7179",158,62,"0.5",-12
"7180",158,67,"1.0",5
"7181",158,67,"0.5",0
"7182",158,67,"0.5",0
"7183",158,67,"0.5",0
"7184",158,67,"0.5",0
"7185",158,74,"2.5",7
"7186",158,62,"0.5",-12
"7187",158,67,"1.0",5
"7188",158,67,"0.5",0
"7189",158,67,"0.5",0
"7190",158,67,"0.5",0
"7191",158,67,"0.5",0
"7192",158,67,"2.5",0
"7193",159,62,"0.5",NA
"7194",159,67,"0.5",5
"7195",159,67,"0.5",0
"7196",159,67,"0.5",0
"7197",159,69,"0.5",2
"7198",159,71,"0.5",2
"7199",159,71,"1.5",0
"7200",159,69,"1.5",-2
"7201",159,62,"0.5",-7
"7202",159,69,"0.5",7
"7203",159,69,"0.5",0
"7204",159,69,"0.5",0
"7205",159,74,"0.5",5
"7206",159,72,"0.5",-2
"7207",159,72,"1.5",0
"7208",159,71,"1.5",-1
"7209",159,62,"0.5",-9
"7210",159,67,"0.5",5
"7211",159,67,"0.5",0
"7212",159,67,"0.5",0
"7213",159,69,"0.5",2
"7214",159,71,"0.5",2
"7215",159,71,"1.5",0
"7216",159,69,"1.5",-2
"7217",159,62,"0.5",-7
"7218",159,69,"0.5",7
"7219",159,69,"0.5",0
"7220",159,69,"0.5",0
"7221",159,74,"0.5",5
"7222",159,72,"0.5",-2
"7223",159,72,"1.5",0
"7224",159,71,"1.5",-1
"7225",159,74,"1.0",3
"7226",159,71,"0.5",-3
"7227",159,71,"0.5",0
"7228",159,72,"0.5",1
"7229",159,74,"0.5",2
"7230",159,72,"1.5",-2
"7231",159,69,"1.5",-3
"7232",159,72,"1.0",3
"7233",159,69,"0.5",-3
"7234",159,69,"0.5",0
"7235",159,71,"0.5",2
"7236",159,72,"0.5",1
"7237",159,71,"1.5",-1
"7238",159,67,"1.5",-4
"7239",159,62,"0.5",-5
"7240",159,67,"0.5",5
"7241",159,67,"0.5",0
"7242",159,67,"0.5",0
"7243",159,69,"0.5",2
"7244",159,71,"0.5",2
"7245",159,71,"1.5",0
"7246",159,69,"1.5",-2
"7247",159,71,"0.5",2
"7248",159,74,"0.5",3
"7249",159,71,"0.5",-3
"7250",159,69,"0.5",-2
"7251",159,67,"0.5",-2
"7252",159,69,"0.5",2
"7253",159,67,"3.0",-2
"7254",159,71,"0.5",4
"7255",159,74,"0.5",3
"7256",159,71,"0.5",-3
"7257",159,69,"0.5",-2
"7258",159,72,"0.5",3
"7259",159,69,"0.5",-3
"7260",159,67,"0.5",-2
"7261",159,67,"0.5",0
"7262",159,67,"0.5",0
"7263",159,67,"1.5",0
"7264",159,71,"0.5",4
"7265",159,74,"0.5",3
"7266",159,71,"0.5",-3
"7267",159,69,"0.5",-2
"7268",159,72,"0.5",3
"7269",159,69,"0.5",-3
"7270",159,67,"3.0",-2
"7636",169,74,"0.25",NA
"7637",169,72,"0.25",-2
"7638",169,71,"0.75",-1
"7639",169,72,"0.25",1
"7640",169,71,"0.5",-1
"7641",169,69,"0.5",-2
"7642",169,71,"0.5",2
"7643",169,69,"0.5",-2
"7644",169,67,"2.5",-2
"7645",169,74,"0.25",7
"7646",169,72,"0.25",-2
"7647",169,71,"0.75",-1
"7648",169,72,"0.25",1
"7649",169,71,"0.5",-1
"7650",169,69,"0.5",-2
"7651",169,71,"0.5",2
"7652",169,69,"0.5",-2
"7653",169,67,"2.5",-2
"7654",169,71,"0.5",4
"7655",169,69,"0.5",-2
"7656",169,71,"0.5",2
"7657",169,73,"0.5",2
"7658",169,74,"0.5",1
"7659",169,69,"0.5",-5
"7660",169,66,"0.5",-3
"7661",169,67,"0.5",1
"7662",169,64,"0.5",-3
"7663",169,69,"0.5",5
"7664",169,62,"1.0",-7
"7665",169,71,"0.5",9
"7666",169,69,"0.5",-2
"7667",169,71,"0.5",2
"7668",169,73,"0.5",2
"7669",169,74,"0.5",1
"7670",169,69,"0.5",-5
"7671",169,66,"0.5",-3
"7672",169,67,"0.5",1
"7673",169,64,"0.5",-3
"7674",169,69,"0.5",5
"7675",169,62,"1.0",-7
"7676",169,72,"0.5",10
"7677",169,71,"0.5",-1
"7678",169,69,"0.5",-2
"7679",169,69,"0.5",0
"7680",169,69,"0.5",0
"7681",169,67,"0.5",-2
"7682",169,67,"0.5",0
"7683",169,66,"0.5",-1
"7684",169,64,"0.5",-2
"7685",169,66,"0.5",2
"7686",169,67,"1.0",1
"7687",169,72,"0.5",5
"7688",169,71,"0.5",-1
"7689",169,69,"0.5",-2
"7690",169,69,"0.5",0
"7691",169,69,"0.5",0
"7692",169,67,"0.5",-2
"7693",169,67,"0.5",0
"7694",169,66,"0.5",-1
"7695",169,64,"0.5",-2
"7696",169,66,"0.5",2
"7697",169,67,"1.0",1
"7698",169,62,"0.5",-5
"7699",169,67,"0.5",5
"7700",169,67,"0.5",0
"7701",169,67,"0.5",0
"7702",169,70,"0.5",3
"7703",169,69,"0.5",-1
"7704",169,67,"0.5",-2
"7705",169,66,"0.5",-1
"7706",169,67,"0.5",1
"7707",169,69,"0.5",2
"7708",169,62,"1.0",-7
"7709",169,62,"0.5",0
"7710",169,67,"0.5",5
"7711",169,67,"0.5",0
"7712",169,67,"0.5",0
"7713",169,70,"0.5",3
"7714",169,69,"0.5",-1
"7715",169,67,"0.5",-2
"7716",169,66,"0.5",-1
"7717",169,67,"0.5",1
"7718",169,69,"0.5",2
"7719",169,62,"1.5",-7
"7720",169,71,"1.5",9
"7721",169,67,"1.5",-4
"7722",169,71,"1.5",4
"7723",169,67,"1.5",-4
"8139",179,60,"1.0",NA
"8140",179,60,"0.5",0
"8141",179,55,"0.5",-5
"8142",179,55,"0.5",0
"8143",179,55,"0.5",0
"8144",179,57,"0.5",2
"8145",179,57,"0.5",0
"8146",179,57,"0.5",0
"8147",179,55,"1.0",-2
"8148",179,55,"0.5",0
"8149",179,57,"0.5",2
"8150",179,57,"0.5",0
"8151",179,57,"0.5",0
"8152",179,59,"0.5",2
"8153",179,59,"0.5",0
"8154",179,59,"0.5",0
"8155",179,60,"1.5",1
"8156",179,55,"1.5",-5
"8157",179,60,"1.0",5
"8158",179,60,"0.5",0
"8159",179,55,"0.5",-5
"8160",179,55,"0.5",0
"8161",179,55,"0.5",0
"8162",179,57,"1.0",2
"8163",179,57,"0.5",0
"8164",179,55,"1.5",-2
"8165",179,57,"1.0",2
"8166",179,57,"0.5",0
"8167",179,59,"0.5",2
"8168",179,59,"0.5",0
"8169",179,59,"0.5",0
"8170",179,60,"1.0",1
"8171",179,60,"0.5",0
"8172",179,55,"1.0",-5
"8173",179,55,"0.5",0
"8174",179,55,"0.5",0
"8175",179,57,"0.5",2
"8176",179,59,"0.5",2
"8177",179,60,"1.5",1
"9241",207,69,"0.5",NA
"9242",207,69,"0.5",0
"9243",207,69,"0.5",0
"9244",207,69,"0.5",0
"9245",207,66,"0.5",-3
"9246",207,62,"0.5",-4
"9247",207,71,"0.5",9
"9248",207,69,"1.0",-2
"9249",207,69,"0.5",0
"9250",207,66,"0.5",-3
"9251",207,62,"0.5",-4
"9252",207,69,"0.5",7
"9253",207,69,"0.5",0
"9254",207,69,"0.5",0
"9255",207,69,"0.5",0
"9256",207,66,"0.5",-3
"9257",207,62,"0.5",-4
"9258",207,71,"0.5",9
"9259",207,69,"1.5",-2
"9260",207,66,"1.0",-3
"9261",207,71,"0.5",5
"9262",207,69,"1.5",-2
"9263",207,66,"1.0",-3
"9264",207,62,"0.5",-4
"9265",207,69,"1.0",7
"9266",207,69,"0.5",0
"9267",207,71,"1.0",2
"9268",207,71,"0.5",0
"9269",207,69,"1.5",-2
"9270",207,66,"1.0",-3
"9271",207,62,"0.5",-4
"9272",207,69,"0.5",7
"9273",207,69,"0.5",0
"9274",207,69,"0.5",0
"9275",207,71,"1.0",2
"9276",207,71,"0.5",0
"9277",207,69,"1.0",-2
"9278",207,67,"0.5",-2
"9279",207,66,"0.5",-1
"9280",207,62,"0.5",-4
"9281",207,71,"0.5",9
"9282",207,69,"1.0",-2
"9283",207,67,"0.5",-2
"9284",207,66,"1.0",-1
"9285",207,71,"0.5",5
"9286",207,69,"1.0",-2
"9287",207,67,"0.5",-2
"9288",207,66,"1.0",-1
"9289",207,69,"0.5",3
"9290",207,71,"0.5",2
"9291",207,71,"0.5",0
"9292",207,71,"0.5",0
"9293",207,69,"0.5",-2
"9294",207,69,"0.5",0
"9295",207,67,"0.5",-2
"9296",207,66,"0.5",-1
"9297",207,62,"2.0",-4
"9338",209,69,"0.5",NA
"9339",209,69,"0.5",0
"9340",209,69,"0.5",0
"9341",209,69,"0.5",0
"9342",209,66,"0.5",-3
"9343",209,62,"0.5",-4
"9344",209,71,"0.5",9
"9345",209,69,"1.0",-2
"9346",209,69,"0.5",0
"9347",209,66,"0.5",-3
"9348",209,62,"0.5",-4
"9349",209,69,"0.5",7
"9350",209,69,"0.5",0
"9351",209,69,"0.5",0
"9352",209,69,"0.5",0
"9353",209,66,"0.5",-3
"9354",209,62,"0.5",-4
"9355",209,71,"0.5",9
"9356",209,69,"1.5",-2
"9357",209,66,"1.0",-3
"9358",209,71,"0.5",5
"9359",209,69,"1.5",-2
"9360",209,66,"1.0",-3
"9361",209,62,"0.5",-4
"9362",209,69,"1.0",7
"9363",209,69,"0.5",0
"9364",209,71,"1.0",2
"9365",209,71,"0.5",0
"9366",209,69,"1.5",-2
"9367",209,66,"1.0",-3
"9368",209,62,"0.5",-4
"9369",209,69,"0.5",7
"9370",209,69,"0.5",0
"9371",209,69,"0.5",0
"9372",209,71,"1.0",2
"9373",209,71,"0.5",0
"9374",209,69,"1.0",-2
"9375",209,67,"0.5",-2
"9376",209,66,"0.5",-1
"9377",209,62,"0.5",-4
"9378",209,71,"0.5",9
"9379",209,69,"1.0",-2
"9380",209,67,"0.5",-2
"9381",209,66,"1.0",-1
"9382",209,71,"0.5",5
"9383",209,69,"1.0",-2
"9384",209,67,"0.5",-2
"9385",209,66,"1.0",-1
"9386",209,69,"0.5",3
"9387",209,78,"0.5",9
"9388",209,74,"0.5",-4
"9389",209,69,"0.5",-5
"9390",209,69,"0.5",0
"9391",209,67,"0.5",-2
"9392",209,64,"0.5",-3
"9393",209,62,"0.5",-2
"9394",209,62,"2.0",0
"9959",226,60,"0.5",NA
"9960",226,67,"0.5",7
"9961",226,67,"0.5",0
"9962",226,67,"0.5",0
"9963",226,69,"0.5",2
"9964",226,69,"0.5",0
"9965",226,69,"0.5",0
"9966",226,67,"0.5",-2
"9967",226,67,"0.5",0
"9968",226,66,"0.5",-1
"9969",226,64,"1.0",-2
"9970",226,69,"0.5",5
"9971",226,67,"1.0",-2
"9972",226,66,"0.5",-1
"9973",226,64,"1.0",-2
"9974",226,69,"0.5",5
"9975",226,67,"1.0",-2
"9976",226,66,"0.5",-1
"9977",226,64,"1.0",-2
"9978",226,69,"0.5",5
"9979",226,67,"1.0",-2
"9980",226,66,"0.5",-1
"9981",226,64,"1.0",-2
"9982",226,69,"0.5",5
"9983",226,67,"1.5",-2
"9984",226,64,"1.0",-3
"9985",226,69,"0.5",5
"9986",226,67,"1.0",-2
"9987",226,66,"0.5",-1
"9988",226,64,"1.0",-2
"9989",226,69,"0.5",5
"9990",226,67,"1.5",-2
"9991",226,64,"1.0",-3
"9992",226,69,"0.5",5
"9993",226,67,"1.0",-2
"9994",226,66,"0.5",-1
"9995",226,64,"1.0",-2
"9996",226,69,"0.5",5
"9997",226,67,"1.0",-2
"9998",226,66,"0.5",-1
"9999",226,64,"1.0",-2
"10000",226,69,"0.5",5
"10001",226,67,"1.0",-2
"10002",226,66,"0.5",-1
"10003",226,64,"1.0",-2
"10004",226,69,"0.5",5
"10005",226,67,"1.0",-2
"10006",226,66,"0.5",-1
"10007",226,64,"1.0",-2
"10008",226,60,"0.5",-4
"10009",226,67,"0.5",7
"10010",226,67,"0.5",0
"10011",226,67,"0.5",0
"10012",226,69,"0.5",2
"10013",226,69,"0.5",0
"10014",226,69,"0.5",0
"10015",226,67,"0.5",-2
"10016",226,67,"0.5",0
"10017",226,66,"0.5",-1
"10018",226,64,"1.0",-2
"10019",227,71,"1.0",NA
"10020",227,71,"0.5",0
"10021",227,74,"1.0",3
"10022",227,71,"0.5",-3
"10023",227,69,"0.5",-2
"10024",227,71,"0.5",2
"10025",227,69,"0.5",-2
"10026",227,67,"1.5",-2
"10027",227,76,"1.0",9
"10028",227,76,"0.5",0
"10029",227,74,"0.75",-2
"10030",227,72,"0.25",-2
"10031",227,71,"0.5",-1
"10032",227,69,"0.5",-2
"10033",227,72,"0.5",3
"10034",227,71,"0.5",-1
"10035",227,69,"1.5",-2
"10036",227,69,"1.0",0
"10037",227,72,"0.5",3
"10038",227,71,"0.5",-1
"10039",227,69,"0.5",-2
"10040",227,67,"0.5",-2
"10041",227,76,"1.0",9
"10042",227,76,"0.5",0
"10043",227,74,"0.75",-2
"10044",227,72,"0.25",-2
"10045",227,71,"0.5",-1
"10046",227,69,"1.0",-2
"10047",227,76,"0.5",7
"10048",227,74,"0.75",-2
"10049",227,72,"0.25",-2
"10050",227,71,"0.5",-1
"10051",227,72,"0.75",1
"10052",227,71,"0.25",-1
"10053",227,69,"0.5",-2
"10054",227,69,"1.0",0
"10055",227,67,"0.5",-2
"11964",278,69,"1.5",NA
"11965",278,67,"0.5",-2
"11966",278,65,"0.5",-2
"11967",278,67,"0.5",2
"11968",278,65,"2.5",-2
"11969",278,65,"0.25",0
"11970",278,69,"0.25",4
"11971",278,72,"0.75",3
"11972",278,74,"0.25",2
"11973",278,72,"0.5",-2
"11974",278,70,"0.5",-2
"11975",278,67,"0.5",-3
"11976",278,72,"0.5",5
"11977",278,69,"2.5",-3
"11978",278,69,"0.25",0
"11979",278,69,"0.25",0
"11980",278,70,"0.75",1
"11981",278,69,"0.25",-1
"11982",278,70,"0.5",1
"11983",278,67,"0.5",-3
"11984",278,69,"0.5",2
"11985",278,70,"0.25",1
"11986",278,70,"0.25",0
"11987",278,72,"0.5",2
"11988",278,70,"0.5",-2
"11989",278,72,"0.5",2
"11990",278,69,"0.5",-3
"11991",278,67,"0.5",-2
"11992",278,69,"0.5",2
"11993",278,70,"0.75",1
"11994",278,69,"0.25",-1
"11995",278,70,"0.5",1
"11996",278,67,"0.5",-3
"11997",278,69,"0.5",2
"11998",278,70,"0.5",1
"11999",278,72,"0.5",2
"12000",278,70,"0.5",-2
"12001",278,72,"0.5",2
